District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
02,5,2024,Asian,530,485,10,1.9,32,6.0,176,33.2,312,58.9,488,92.1
02,5,2024,Black,134,443,48,35.8,38,28.4,38,28.4,10,7.5,48,35.8
02,5,2024,Hispanic,352,454,86,24.4,68,19.3,128,36.4,70,19.9,198,56.3
02,5,2024,Multi-Racial,148,482,12,8.1,7,4.7,46,31.1,83,56.1,129,87.2
02,5,2024,Native American,6,470,0,0.0,1,16.7,3,50.0,2,33.3,5,83.3
02,5,2024,White,796,477,47,5.9,73,9.2,287,36.1,389,48.9,676,84.9
02,6,2024,Asian,582,481,13,2.2,37,6.4,238,40.9,294,50.5,532,91.4
02,6,2024,Black,130,s,s,s,s,s,s,s,s,s,s,s
02,6,2024,Hispanic,414,447,140,33.8,98,23.7,127,30.7,49,11.8,176,42.5
02,6,2024,Multi-Racial,145,477,8,5.5,16,11.0,52,35.9,69,47.6,121,83.4
02,6,2024,Native American,5,s,s,s,s,s,s,s,s,s,s,s
02,6,2024,White,767,475,24,3.1,83,10.8,353,46.0,307,40.0,660,86.0
02,7,2024,Asian,542,491,4,0.7,34,6.3,111,20.5,393,72.5,504,93.0
02,7,2024,Black,141,449,36,25.5,45,31.9,29,20.6,31,22.0,60,42.6
02,7,2024,Hispanic,413,454,93,22.5,99,24.0,118,28.6,103,24.9,221,53.5
02,7,2024,Multi-Racial,139,s,s,s,s,s,s,s,s,s,s,s
02,7,2024,Native American,5,s,s,s,s,s,s,s,s,s,s,s
02,7,2024,White,748,487,16,2.1,53,7.1,168,22.5,511,68.3,679,90.8
02,8,2024,Asian,79,478,5,6.3,5,6.3,27,34.2,42,53.2,69,87.3
02,8,2024,Black,49,433,28,57.1,11,22.4,6,12.2,4,8.2,10,20.4
02,8,2024,Hispanic,85,452,26,30.6,13,15.3,31,36.5,15,17.6,46,54.1
02,8,2024,Multi-Racial,20,s,s,s,s,s,s,s,s,s,s,s
02,8,2024,Native American,2,s,s,s,s,s,s,s,s,s,s,s
02,8,2024,White,172,470,21,12.2,19,11.0,59,34.3,73,42.4,132,76.7
02,All Grades,2024,Asian,2853,484,55,1.9,192,6.7,916,32.1,1690,59.2,2606,91.3
02,All Grades,2024,Black,692,s,s,s,s,s,s,s,s,s,s,s
02,All Grades,2024,Hispanic,2060,452,526,25.5,464,22.5,673,32.7,397,19.3,1070,51.9
02,All Grades,2024,Multi-Racial,804,482,30,3.7,68,8.5,250,31.1,456,56.7,706,87.8
02,All Grades,2024,Native American,34,461,8,23.5,4,11.8,10,29.4,12,35.3,22,64.7
02,All Grades,2024,White,4177,479,148,3.5,378,9.0,1582,37.9,2069,49.5,3651,87.4
02,3,2023,Asian,584,479,12,2.1,48,8.2,212,36.3,312,53.4,524,89.7
02,3,2023,Black,116,444,24,20.7,47,40.5,33,28.4,12,10.3,45,38.8
02,3,2023,Hispanic,355,453,61,17.2,99,27.9,122,34.4,73,20.6,195,54.9
02,3,2023,Multi-Racial,191,478,5,2.6,17,8.9,76,39.8,93,48.7,169,88.5
02,3,2023,Native American,6,476,1,16.7,0,0.0,2,33.3,3,50.0,5,83.3
02,3,2023,White,841,475,16,1.9,97,11.5,345,41.0,383,45.5,728,86.6
02,4,2023,Asian,582,482,23,4.0,28,4.8,203,34.9,328,56.4,531,91.2
02,4,2023,Black,131,445,41,31.3,28,21.4,53,40.5,9,6.9,62,47.3
02,4,2023,Hispanic,385,452,107,27.8,72,18.7,130,33.8,76,19.7,206,53.5
02,4,2023,Multi-Racial,162,481,5,3.1,13,8.0,56,34.6,88,54.3,144,88.9
02,4,2023,Native American,8,469,1,12.5,1,12.5,3,37.5,3,37.5,6,75.0
02,4,2023,White,863,478,30,3.5,76,8.8,351,40.7,406,47.0,757,87.7
02,5,2023,Asian,665,481,12,1.8,48,7.2,224,33.7,381,57.3,605,91.0
02,5,2023,Black,108,s,s,s,s,s,s,s,s,s,s,s
02,5,2023,Hispanic,394,447,124,31.5,92,23.4,117,29.7,61,15.5,178,45.2
02,5,2023,Multi-Racial,155,478,7,4.5,10,6.5,58,37.4,80,51.6,138,89.0
02,5,2023,Native American,5,s,s,s,s,s,s,s,s,s,s,s
02,5,2023,White,863,475,35,4.1,72,8.3,357,41.4,399,46.2,756,87.6
02,6,2023,Asian,559,478,20,3.6,56,10.0,220,39.4,263,47.0,483,86.4
02,6,2023,Black,140,441,58,41.4,38,27.1,31,22.1,13,9.3,44,31.4
02,6,2023,Hispanic,418,444,160,38.3,98,23.4,114,27.3,46,11.0,160,38.3
02,6,2023,Multi-Racial,148,474,10,6.8,17,11.5,65,43.9,56,37.8,121,81.8
02,6,2023,Native American,6,455,2,33.3,1,16.7,1,16.7,2,33.3,3,50.0
02,6,2023,White,785,474,34,4.3,110,14.0,344,43.8,297,37.8,641,81.7
02,7,2023,Asian,544,485,10,1.8,39,7.2,115,21.1,380,69.9,495,91.0
02,7,2023,Black,178,444,53,29.8,57,32.0,49,27.5,19,10.7,68,38.2
02,7,2023,Hispanic,400,452,103,25.8,100,25.0,104,26.0,93,23.3,197,49.3
02,7,2023,Multi-Racial,110,482,0,0.0,9,8.2,32,29.1,69,62.7,101,91.8
02,7,2023,Native American,11,485,0,0.0,1,9.1,3,27.3,7,63.6,10,90.9
02,7,2023,White,800,479,34,4.3,67,8.4,230,28.8,469,58.6,699,87.4
02,8,2023,Asian,127,475,8,6.3,10,7.9,55,43.3,54,42.5,109,85.8
02,8,2023,Black,35,440,17,48.6,6,17.1,8,22.9,4,11.4,12,34.3
02,8,2023,Hispanic,85,442,43,50.6,10,11.8,24,28.2,8,9.4,32,37.6
02,8,2023,Multi-Racial,17,s,s,s,s,s,s,s,s,s,s,s
02,8,2023,Native American,1,s,s,s,s,s,s,s,s,s,s,s
02,8,2023,White,188,467,28,14.9,17,9.0,72,38.3,71,37.8,143,76.1
02,All Grades,2023,Asian,3061,481,85,2.8,229,7.5,1029,33.6,1718,56.1,2747,89.7
02,All Grades,2023,Black,708,s,s,s,s,s,s,s,s,s,s,s
02,All Grades,2023,Hispanic,2037,449,598,29.4,471,23.1,611,30.0,357,17.5,968,47.5
02,All Grades,2023,Multi-Racial,783,s,s,s,s,s,s,s,s,s,s,s
02,All Grades,2023,Native American,37,466,7,18.9,4,10.8,11,29.7,15,40.5,26,70.3
02,All Grades,2023,White,4340,476,177,4.1,439,10.1,1699,39.1,2025,46.7,3724,85.8
02,3,2022,Asian,612,616,28,4.6,45,7.4,182,29.7,357,58.3,539,88.1
02,3,2022,Black,127,586,61,48.0,29,22.8,31,24.4,6,4.7,37,29.1
02,3,2022,Hispanic,346,597,87,25.1,76,22.0,118,34.1,65,18.8,183,52.9
02,3,2022,Multi-Racial,166,615,7,4.2,18,10.8,49,29.5,92,55.4,141,84.9
02,3,2022,Native American,8,607,0,0.0,3,37.5,3,37.5,2,25.0,5,62.5
02,3,2022,White,928,611,62,6.7,115,12.4,327,35.2,424,45.7,751,80.9
02,4,2022,Asian,686,620,22,3.2,67,9.8,142,20.7,455,66.3,597,87.0
02,4,2022,Black,112,s,s,s,s,s,s,s,s,s,s,s
02,4,2022,Hispanic,339,597,105,31.0,80,23.6,71,20.9,83,24.5,154,45.4
02,4,2022,Multi-Racial,161,615,10,6.2,17,10.6,41,25.5,93,57.8,134,83.2
02,4,2022,Native American,4,s,s,s,s,s,s,s,s,s,s,s
02,4,2022,White,932,614,55,5.9,129,13.8,266,28.5,482,51.7,748,80.3
02,5,2022,Asian,617,617,43,7.0,71,11.5,153,24.8,350,56.7,503,81.5
02,5,2022,Black,126,s,s,s,s,s,s,s,s,s,s,s
02,5,2022,Hispanic,362,597,131,36.2,95,26.2,58,16.0,78,21.5,136,37.6
02,5,2022,Multi-Racial,139,615,14,10.1,20,14.4,37,26.6,68,48.9,105,75.5
02,5,2022,Native American,5,s,s,s,s,s,s,s,s,s,s,s
02,5,2022,White,893,613,80,9.0,142,15.9,238,26.7,433,48.5,671,75.1
02,6,2022,Asian,582,617,38,6.5,75,12.9,146,25.1,323,55.5,469,80.6
02,6,2022,Black,176,588,98,55.7,40,22.7,27,15.3,11,6.3,38,21.6
02,6,2022,Hispanic,347,598,118,34.0,88,25.4,70,20.2,71,20.5,141,40.6
02,6,2022,Multi-Racial,135,616,12,8.9,21,15.6,31,23.0,71,52.6,102,75.6
02,6,2022,Native American,11,615,0,0.0,2,18.2,4,36.4,5,45.5,9,81.8
02,6,2022,White,850,613,74,8.7,149,17.5,229,26.9,398,46.8,627,73.8
02,7,2022,Asian,600,617,38,6.3,82,13.7,154,25.7,326,54.3,480,80.0
02,7,2022,Black,142,592,66,46.5,47,33.1,12,8.5,17,12.0,29,20.4
02,7,2022,Hispanic,360,596,135,37.5,108,30.0,65,18.1,52,14.4,117,32.5
02,7,2022,Multi-Racial,143,617,6,4.2,16,11.2,49,34.3,72,50.3,121,84.6
02,7,2022,Native American,9,599,3,33.3,1,11.1,2,22.2,3,33.3,5,55.6
02,7,2022,White,803,615,55,6.8,134,16.7,234,29.1,380,47.3,614,76.5
02,8,2022,Asian,140,614,25,17.9,30,21.4,31,22.1,54,38.6,85,60.7
02,8,2022,Black,84,586,56,66.7,22,26.2,5,6.0,1,1.2,6,7.1
02,8,2022,Hispanic,142,589,83,58.5,31,21.8,13,9.2,15,10.6,28,19.7
02,8,2022,Multi-Racial,16,s,s,s,s,s,s,s,s,s,s,s
02,8,2022,Native American,5,s,s,s,s,s,s,s,s,s,s,s
02,8,2022,White,163,608,33,20.2,52,31.9,31,19.0,47,28.8,78,47.9
02,All Grades,2022,Asian,3237,617,194,6.0,370,11.4,808,25.0,1865,57.6,2673,82.6
02,All Grades,2022,Black,767,588,409,53.3,192,25.0,101,13.2,65,8.5,166,21.6
02,All Grades,2022,Hispanic,1896,596,659,34.8,478,25.2,395,20.8,364,19.2,759,40.0
02,All Grades,2022,Multi-Racial,760,s,s,s,s,s,s,s,s,s,s,s
02,All Grades,2022,Native American,42,606,7,16.7,9,21.4,13,31.0,13,31.0,26,61.9
02,All Grades,2022,White,4569,613,359,7.9,721,15.8,1325,29.0,2164,47.4,3489,76.4
02,3,2019,Asian,730,619,21,2.9,64,8.8,173,23.7,472,64.7,645,88.4
02,3,2019,Black,171,593,51,29.8,52,30.4,47,27.5,21,12.3,68,39.8
02,3,2019,Hispanic,398,602,83,20.9,68,17.1,119,29.9,128,32.2,247,62.1
02,3,2019,Multi-Racial,149,620,3,2.0,7,4.7,37,24.8,102,68.5,139,93.3
02,3,2019,Native American,12,620,0,0.0,2,16.7,4,33.3,6,50.0,10,83.3
02,3,2019,White,1195,616,44,3.7,100,8.4,365,30.5,686,57.4,1051,87.9
02,4,2019,Asian,750,621,20,2.7,59,7.9,139,18.5,532,70.9,671,89.5
02,4,2019,Black,159,594,50,31.4,52,32.7,36,22.6,21,13.2,57,35.8
02,4,2019,Hispanic,388,599,94,24.2,101,26.0,98,25.3,95,24.5,193,49.7
02,4,2019,Multi-Racial,145,618,7,4.8,14,9.7,33,22.8,91,62.8,124,85.5
02,4,2019,Native American,14,606,5,35.7,0,0.0,2,14.3,7,50.0,9,64.3
02,4,2019,White,1167,618,48,4.1,145,12.4,258,22.1,716,61.4,974,83.5
02,5,2019,Asian,735,620,38,5.2,74,10.1,152,20.7,471,64.1,623,84.8
02,5,2019,Black,156,594,69,44.2,38,24.4,19,12.2,30,19.2,49,31.4
02,5,2019,Hispanic,447,602,122,27.3,100,22.4,104,23.3,121,27.1,225,50.3
02,5,2019,Multi-Racial,133,619,5,3.8,17,12.8,24,18.0,87,65.4,111,83.5
02,5,2019,Native American,7,617,1,14.3,1,14.3,1,14.3,4,57.1,5,71.4
02,5,2019,White,1114,616,69,6.2,108,9.7,306,27.5,631,56.6,937,84.1
02,6,2019,Asian,809,619,36,4.4,90,11.1,167,20.6,516,63.8,683,84.4
02,6,2019,Black,198,593,89,44.9,49,24.7,35,17.7,25,12.6,60,30.3
02,6,2019,Hispanic,437,601,117,26.8,111,25.4,114,26.1,95,21.7,209,47.8
02,6,2019,Multi-Racial,161,618,7,4.3,16,9.9,37,23.0,101,62.7,138,85.7
02,6,2019,Native American,8,599,3,37.5,3,37.5,0,0.0,2,25.0,2,25.0
02,6,2019,White,1044,617,60,5.7,111,10.6,265,25.4,608,58.2,873,83.6
02,7,2019,Asian,738,622,25,3.4,70,9.5,154,20.9,489,66.3,643,87.1
02,7,2019,Black,203,597,67,33.0,73,36.0,42,20.7,21,10.3,63,31.0
02,7,2019,Hispanic,450,601,135,30.0,124,27.6,110,24.4,81,18.0,191,42.4
02,7,2019,Multi-Racial,113,622,7,6.2,8,7.1,23,20.4,75,66.4,98,86.7
02,7,2019,Native American,22,612,4,18.2,3,13.6,4,18.2,11,50.0,15,68.2
02,7,2019,White,1026,621,36,3.5,102,9.9,251,24.5,637,62.1,888,86.5
02,8,2019,Asian,411,620,35,8.5,57,13.9,111,27.0,208,50.6,319,77.6
02,8,2019,Black,176,590,100,56.8,46,26.1,22,12.5,8,4.5,30,17.0
02,8,2019,Hispanic,291,597,120,41.2,81,27.8,61,21.0,29,10.0,90,30.9
02,8,2019,Multi-Racial,46,618,4,8.7,9,19.6,15,32.6,18,39.1,33,71.7
02,8,2019,Native American,7,593,3,42.9,3,42.9,0,0.0,1,14.3,1,14.3
02,8,2019,White,400,615,43,10.8,82,20.5,122,30.5,153,38.3,275,68.8
02,All Grades,2019,Asian,4173,620,175,4.2,414,9.9,896,21.5,2688,64.4,3584,85.9
02,All Grades,2019,Black,1063,593,426,40.1,310,29.2,201,18.9,126,11.9,327,30.8
02,All Grades,2019,Hispanic,2411,601,671,27.8,585,24.3,606,25.1,549,22.8,1155,47.9
02,All Grades,2019,Multi-Racial,747,619,33,4.4,71,9.5,169,22.6,474,63.5,643,86.1
02,All Grades,2019,Native American,70,609,16,22.9,12,17.1,11,15.7,31,44.3,42,60.0
02,All Grades,2019,White,5946,617,300,5.0,648,10.9,1567,26.4,3431,57.7,4998,84.1
02,3,2018,Asian,764,618,34,4.5,60,7.9,208,27.2,462,60.5,670,87.7
02,3,2018,Black,154,592,54,35.1,45,29.2,39,25.3,16,10.4,55,35.7
02,3,2018,Hispanic,368,600,82,22.3,75,20.4,131,35.6,80,21.7,211,57.3
02,3,2018,Multi-Racial,143,616,5,3.5,12,8.4,46,32.2,80,55.9,126,88.1
02,3,2018,Native American,11,614,2,18.2,1,9.1,2,18.2,6,54.5,8,72.7
02,3,2018,White,1200,615,50,4.2,107,8.9,402,33.5,641,53.4,1043,86.9
02,4,2018,Asian,747,619,28,3.7,66,8.8,150,20.1,503,67.3,653,87.4
02,4,2018,Black,161,594,56,34.8,48,29.8,26,16.1,31,19.3,57,35.4
02,4,2018,Hispanic,461,601,123,26.7,101,21.9,99,21.5,138,29.9,237,51.4
02,4,2018,Multi-Racial,139,619,2,1.4,15,10.8,35,25.2,87,62.6,122,87.8
02,4,2018,Native American,11,601,3,27.3,2,18.2,2,18.2,4,36.4,6,54.5
02,4,2018,White,1172,616,59,5.0,122,10.4,297,25.3,694,59.2,991,84.6
02,5,2018,Asian,892,620,45,5.0,102,11.4,208,23.3,537,60.2,745,83.5
02,5,2018,Black,195,593,86,44.1,60,30.8,28,14.4,21,10.8,49,25.1
02,5,2018,Hispanic,417,603,116,27.8,85,20.4,106,25.4,110,26.4,216,51.8
02,5,2018,Multi-Racial,141,623,6,4.3,9,6.4,36,25.5,90,63.8,126,89.4
02,5,2018,Native American,8,599,3,37.5,1,12.5,2,25.0,2,25.0,4,50.0
02,5,2018,White,1130,619,58,5.1,105,9.3,302,26.7,665,58.8,967,85.6
02,6,2018,Asian,767,618,50,6.5,100,13.0,180,23.5,437,57.0,617,80.4
02,6,2018,Black,211,593,102,48.3,50,23.7,36,17.1,23,10.9,59,28.0
02,6,2018,Hispanic,425,598,136,32.0,129,30.4,91,21.4,69,16.2,160,37.6
02,6,2018,Multi-Racial,122,619,5,4.1,14,11.5,27,22.1,76,62.3,103,84.4
02,6,2018,Native American,23,610,3,13.0,6,26.1,5,21.7,9,39.1,14,60.9
02,6,2018,White,1053,616,67,6.4,143,13.6,266,25.3,577,54.8,843,80.1
02,7,2018,Asian,733,619,34,4.6,76,10.4,202,27.6,421,57.4,623,85.0
02,7,2018,Black,184,596,69,37.5,61,33.2,31,16.8,23,12.5,54,29.3
02,7,2018,Hispanic,439,602,129,29.4,109,24.8,108,24.6,93,21.2,201,45.8
02,7,2018,Multi-Racial,119,620,4,3.4,10,8.4,35,29.4,70,58.8,105,88.2
02,7,2018,Native American,13,602,4,30.8,1,7.7,5,38.5,3,23.1,8,61.5
02,7,2018,White,978,619,49,5.0,99,10.1,258,26.4,572,58.5,830,84.9
02,8,2018,Asian,451,624,10,2.2,66,14.6,108,23.9,267,59.2,375,83.1
02,8,2018,Black,184,592,97,52.7,48,26.1,27,14.7,12,6.5,39,21.2
02,8,2018,Hispanic,326,598,125,38.3,103,31.6,55,16.9,43,13.2,98,30.1
02,8,2018,Multi-Racial,68,620,8,11.8,10,14.7,14,20.6,36,52.9,50,73.5
02,8,2018,Native American,17,604,5,29.4,4,23.5,5,29.4,3,17.6,8,47.1
02,8,2018,White,519,619,42,8.1,84,16.2,160,30.8,233,44.9,393,75.7
02,All Grades,2018,Asian,4354,619,201,4.6,470,10.8,1056,24.3,2627,60.3,3683,84.6
02,All Grades,2018,Black,1089,593,464,42.6,312,28.7,187,17.2,126,11.6,313,28.7
02,All Grades,2018,Hispanic,2436,600,711,29.2,602,24.7,590,24.2,533,21.9,1123,46.1
02,All Grades,2018,Multi-Racial,732,619,30,4.1,70,9.6,193,26.4,439,60.0,632,86.3
02,All Grades,2018,Native American,83,606,20,24.1,15,18.1,21,25.3,27,32.5,48,57.8
02,All Grades,2018,White,6052,617,325,5.4,660,10.9,1685,27.8,3382,55.9,5067,83.7
03,3,2025,Asian,108,484,3,2.8,9,8.3,29,26.9,67,62.0,96,88.9
03,3,2025,Black,124,444,29,23.4,42,33.9,39,31.5,14,11.3,53,42.7
03,3,2025,Hispanic,336,448,75,22.3,102,30.4,108,32.1,51,15.2,159,47.3
03,3,2025,Multi-Racial,66,s,s,s,s,s,s,s,s,s,s,s
03,3,2025,Native American,5,s,s,s,s,s,s,s,s,s,s,s
03,3,2025,White,383,480,7,1.8,31,8.1,149,38.9,196,51.2,345,90.1
03,4,2025,Asian,107,493,2,1.9,2,1.9,22,20.6,81,75.7,103,96.3
03,4,2025,Black,161,444,55,34.2,48,29.8,41,25.5,17,10.6,58,36.0
03,4,2025,Hispanic,313,448,92,29.4,87,27.8,84,26.8,50,16.0,134,42.8
03,4,2025,Multi-Racial,70,484,2,2.9,7,10.0,24,34.3,37,52.9,61,87.1
03,4,2025,Native American,10,476,1,10.0,3,30.0,0,0.0,6,60.0,6,60.0
03,4,2025,White,405,482,9,2.2,27,6.7,156,38.5,213,52.6,369,91.1
03,5,2025,Asian,83,488,4,4.8,2,2.4,21,25.3,56,67.5,77,92.8
03,5,2025,Black,172,443,67,39.0,41,23.8,43,25.0,21,12.2,64,37.2
03,5,2025,Hispanic,377,447,130,34.5,94,24.9,103,27.3,50,13.3,153,40.6
03,5,2025,Multi-Racial,69,s,s,s,s,s,s,s,s,s,s,s
03,5,2025,Native American,1,s,s,s,s,s,s,s,s,s,s,s
03,5,2025,White,362,478,17,4.7,35,9.7,121,33.4,189,52.2,310,85.6
03,6,2025,Asian,91,488,5,5.5,7,7.7,20,22.0,59,64.8,79,86.8
03,6,2025,Black,166,435,72,43.4,54,32.5,36,21.7,4,2.4,40,24.1
03,6,2025,Hispanic,351,444,121,34.5,103,29.3,93,26.5,34,9.7,127,36.2
03,6,2025,Multi-Racial,65,s,s,s,s,s,s,s,s,s,s,s
03,6,2025,Native American,1,s,s,s,s,s,s,s,s,s,s,s
03,6,2025,White,367,475,10,2.7,44,12.0,162,44.1,151,41.1,313,85.3
03,7,2025,Asian,79,491,2,2.5,2,2.5,13,16.5,62,78.5,75,94.9
03,7,2025,Black,193,443,61,31.6,67,34.7,39,20.2,26,13.5,65,33.7
03,7,2025,Hispanic,315,452,76,24.1,80,25.4,85,27.0,74,23.5,159,50.5
03,7,2025,Multi-Racial,79,492,0,0.0,7,8.9,8,10.1,64,81.0,72,91.1
03,7,2025,Native American,7,443,2,28.6,2,28.6,3,42.9,0,0.0,3,42.9
03,7,2025,White,332,488,8,2.4,17,5.1,53,16.0,254,76.5,307,92.5
03,8,2025,Asian,3,s,s,s,s,s,s,s,s,s,s,s
03,8,2025,Black,45,440,20,44.4,10,22.2,10,22.2,5,11.1,15,33.3
03,8,2025,Hispanic,63,452,22,34.9,6,9.5,22,34.9,13,20.6,35,55.6
03,8,2025,Multi-Racial,4,s,s,s,s,s,s,s,s,s,s,s
03,8,2025,White,21,477,1,4.8,1,4.8,10,47.6,9,42.9,19,90.5
03,All Grades,2025,Asian,471,s,s,s,s,s,s,s,s,s,s,s
03,All Grades,2025,Black,861,442,304,35.3,262,30.4,208,24.2,87,10.1,295,34.3
03,All Grades,2025,Hispanic,1755,448,516,29.4,472,26.9,495,28.2,272,15.5,767,43.7
03,All Grades,2025,Multi-Racial,353,484,10,2.8,28,7.9,98,27.8,217,61.5,315,89.2
03,All Grades,2025,Native American,24,455,6,25.0,7,29.2,4,16.7,7,29.2,11,45.8
03,All Grades,2025,White,1870,481,52,2.8,155,8.3,651,34.8,1012,54.1,1663,88.9
03,3,2024,Asian,110,484,0,0.0,8,7.3,31,28.2,71,64.5,102,92.7
03,3,2024,Black,158,440,42,26.6,62,39.2,42,26.6,12,7.6,54,34.2
03,3,2024,Hispanic,298,439,84,28.2,110,36.9,82,27.5,22,7.4,104,34.9
03,3,2024,Multi-Racial,68,477,4,5.9,3,4.4,29,42.6,32,47.1,61,89.7
03,3,2024,Native American,10,455,3,30.0,2,20.0,2,20.0,3,30.0,5,50.0
03,3,2024,White,401,475,7,1.7,39,9.7,181,45.1,174,43.4,355,88.5
03,4,2024,Asian,86,495,1,1.2,3,3.5,16,18.6,66,76.7,82,95.3
03,4,2024,Black,149,441,55,36.9,43,28.9,40,26.8,11,7.4,51,34.2
03,4,2024,Hispanic,377,447,114,30.2,90,23.9,126,33.4,47,12.5,173,45.9
03,4,2024,Multi-Racial,68,s,s,s,s,s,s,s,s,s,s,s
03,4,2024,Native American,2,s,s,s,s,s,s,s,s,s,s,s
03,4,2024,White,362,484,9,2.5,21,5.8,129,35.6,203,56.1,332,91.7
03,5,2024,Asian,100,492,1,1.0,6,6.0,18,18.0,75,75.0,93,93.0
03,5,2024,Black,131,437,61,46.6,29,22.1,31,23.7,10,7.6,41,31.3
03,5,2024,Hispanic,254,449,89,35.0,39,15.4,80,31.5,46,18.1,126,49.6
03,5,2024,Multi-Racial,51,478,5,9.8,7,13.7,12,23.5,27,52.9,39,76.5
03,5,2024,White,385,479,11,2.9,31,8.1,143,37.1,200,51.9,343,89.1
03,6,2024,Asian,83,484,4,4.8,4,4.8,24,28.9,51,61.4,75,90.4
03,6,2024,Black,181,441,73,40.3,49,27.1,50,27.6,9,5.0,59,32.6
03,6,2024,Hispanic,296,446,98,33.1,66,22.3,99,33.4,33,11.1,132,44.6
03,6,2024,Multi-Racial,69,484,3,4.3,9,13.0,14,20.3,43,62.3,57,82.6
03,6,2024,Native American,6,441,2,33.3,1,16.7,3,50.0,0,0.0,3,50.0
03,6,2024,White,338,478,20,5.9,23,6.8,140,41.4,155,45.9,295,87.3
03,7,2024,Asian,79,s,s,s,s,s,s,s,s,s,s,s
03,7,2024,Black,222,449,53,23.9,65,29.3,74,33.3,30,13.5,104,46.8
03,7,2024,Hispanic,375,451,92,24.5,101,26.9,102,27.2,80,21.3,182,48.5
03,7,2024,Multi-Racial,83,487,2,2.4,5,6.0,19,22.9,57,68.7,76,91.6
03,7,2024,Native American,3,s,s,s,s,s,s,s,s,s,s,s
03,7,2024,White,313,490,4,1.3,24,7.7,52,16.6,233,74.4,285,91.1
03,8,2024,Asian,1,s,s,s,s,s,s,s,s,s,s,s
03,8,2024,Black,64,437,31,48.4,18,28.1,13,20.3,2,3.1,15,23.4
03,8,2024,Hispanic,60,439,29,48.3,10,16.7,15,25.0,6,10.0,21,35.0
03,8,2024,White,16,s,s,s,s,s,s,s,s,s,s,s
03,All Grades,2024,Asian,459,489,10,2.2,28,6.1,101,22.0,320,69.7,421,91.7
03,All Grades,2024,Black,905,442,315,34.8,266,29.4,250,27.6,74,8.2,324,35.8
03,All Grades,2024,Hispanic,1660,446,506,30.5,416,25.1,504,30.4,234,14.1,738,44.5
03,All Grades,2024,Multi-Racial,339,s,s,s,s,s,s,s,s,s,s,s
03,All Grades,2024,Native American,21,453,5,23.8,4,19.0,8,38.1,4,19.0,12,57.1
03,All Grades,2024,White,1815,s,s,s,s,s,s,s,s,s,s,s
03,3,2023,Asian,87,483,2,2.3,3,3.4,25,28.7,57,65.5,82,94.3
03,3,2023,Black,144,442,42,29.2,46,31.9,41,28.5,15,10.4,56,38.9
03,3,2023,Hispanic,361,446,95,26.3,114,31.6,104,28.8,48,13.3,152,42.1
03,3,2023,Multi-Racial,62,s,s,s,s,s,s,s,s,s,s,s
03,3,2023,Native American,3,s,s,s,s,s,s,s,s,s,s,s
03,3,2023,White,388,476,7,1.8,45,11.6,155,39.9,181,46.6,336,86.6
03,4,2023,Asian,110,488,2,1.8,8,7.3,19,17.3,81,73.6,100,90.9
03,4,2023,Black,138,437,59,42.8,35,25.4,37,26.8,7,5.1,44,31.9
03,4,2023,Hispanic,311,444,121,38.9,59,19.0,101,32.5,30,9.6,131,42.1
03,4,2023,Multi-Racial,49,s,s,s,s,s,s,s,s,s,s,s
03,4,2023,Native American,3,s,s,s,s,s,s,s,s,s,s,s
03,4,2023,White,405,481,9,2.2,33,8.1,141,34.8,222,54.8,363,89.6
03,5,2023,Asian,87,481,4,4.6,7,8.0,28,32.2,48,55.2,76,87.4
03,5,2023,Black,160,437,84,52.5,24,15.0,40,25.0,12,7.5,52,32.5
03,5,2023,Hispanic,313,444,128,40.9,58,18.5,82,26.2,45,14.4,127,40.6
03,5,2023,Multi-Racial,66,s,s,s,s,s,s,s,s,s,s,s
03,5,2023,Native American,4,s,s,s,s,s,s,s,s,s,s,s
03,5,2023,White,355,479,16,4.5,17,4.8,131,36.9,191,53.8,322,90.7
03,6,2023,Asian,89,s,s,s,s,s,s,s,s,s,s,s
03,6,2023,Black,215,442,86,40.0,56,26.0,58,27.0,15,7.0,73,34.0
03,6,2023,Hispanic,367,442,147,40.1,77,21.0,113,30.8,30,8.2,143,39.0
03,6,2023,Multi-Racial,98,475,6,6.1,15,15.3,38,38.8,39,39.8,77,78.6
03,6,2023,Native American,4,s,s,s,s,s,s,s,s,s,s,s
03,6,2023,White,322,477,17,5.3,34,10.6,120,37.3,151,46.9,271,84.2
03,7,2023,Asian,76,488,0,0.0,7,9.2,11,14.5,58,76.3,69,90.8
03,7,2023,Black,213,440,72,33.8,79,37.1,47,22.1,15,7.0,62,29.1
03,7,2023,Hispanic,383,443,127,33.2,119,31.1,99,25.8,38,9.9,137,35.8
03,7,2023,Multi-Racial,67,s,s,s,s,s,s,s,s,s,s,s
03,7,2023,Native American,5,s,s,s,s,s,s,s,s,s,s,s
03,7,2023,White,347,482,11,3.2,20,5.8,88,25.4,228,65.7,316,91.1
03,8,2023,Asian,10,462,4,40.0,0,0.0,2,20.0,4,40.0,6,60.0
03,8,2023,Black,79,432,49,62.0,11,13.9,14,17.7,5,6.3,19,24.1
03,8,2023,Hispanic,79,433,54,68.4,8,10.1,13,16.5,4,5.1,17,21.5
